transaction_id,customer_id,transaction_amount,transaction_date
932,491,88.54,2023-07-30
933,451,50.76,2023-02-17
934,293,116.74,2023-10-08
935,449,24.08,2023-02-28
936,192,134.99,2023-07-15
937,313,442.62,2023-01-12
938,472,270.25,2023-12-03
939,473,189.4,2023-01-17
940,334,60.55,2023-10-15
941,47,12.79,2023-03-18
942,398,329.34,2023-07-25
943,481,469.79,2023-04-08
944,156,359.53,2023-02-15
945,426,376.69,2023-04-14
946,4,286,2023-01-17
947,91,49.18,2023-01-28
948,50,33.28,2023-03-26
949,401,381.91,2023-06-23
950,432,424.89,2023-07-24
951,78,264.27,2023-04-14
952,272,477.64,2023-11-13
953,360,451.56,2023-07-20
954,230,93.06,2023-09-11
955,152,447.37,2023-04-11
956,35,243.29,2023-08-01
957,46,154.86,2023-04-12
958,156,368.36,2023-07-04
959,52,374.74,2023-02-22
960,327,192.85,2023-06-18
961,145,321.41,2023-09-27
962,116,79.1,2023-04-20
963,135,57.32,2023-04-17
964,254,465.2,2023-09-30
965,147,434.77,2023-08-29
966,427,111.02,2023-12-09
967,104,159.58,2023-01-09
968,258,315.33,2023-12-17
969,365,172.43,2023-06-09
970,215,162.9,2023-12-26
971,329,131.76,2023-07-24
972,449,209.48,2023-04-19
973,76,374.47,2023-02-23
974,286,264.09,2023-11-22
975,66,73.05,2023-08-26
976,140,158.32,2023-04-09
977,94,75.55,2023-03-09
978,297,294.1,2023-07-23
979,422,135.63,2023-02-22
980,78,275.21,2023-07-24
981,366,243.88,2023-02-16
982,78,384.12,2023-11-25
983,96,446.18,2023-01-03
984,100,452.81,2023-03-04
985,446,321.94,2023-07-17
986,45,104.64,2023-06-13
987,181,116.8,2023-07-01
988,290,438.9,2023-09-24
989,219,398.31,2023-12-22
990,136,209.45,2023-05-14
991,400,190.05,2023-01-04
992,171,54.67,2023-07-21
993,219,460.07,2023-03-01
994,304,289.23,2023-08-31
995,125,396.21,2023-10-10
996,365,233.12,2023-11-21
997,352,430.59,2023-09-21
998,296,395.81,2023-06-19
999,127,323.05,2023-01-01
"1,000",300,59.44,2023-05-16
"1,001",20,182.49,2023-07-05
"1,002",55,181.71,2023-03-31
"1,003",158,484.75,2023-06-24
"1,004",20,458.79,2023-09-25
"1,005",20,414.55,2023-06-14
"1,006",320,87.91,2023-12-06
"1,007",359,13.33,2023-03-25
"1,008",16,104.39,2023-11-10
"1,009",89,406.77,2023-12-13
"1,010",451,349.26,2023-02-13
"1,011",488,26.85,2023-06-25
"1,012",17,494.97,2023-05-29
"1,013",31,394.24,2023-06-17
"1,014",447,381.53,2023-07-25
"1,015",289,335.7,2023-12-17
"1,016",280,49.91,2023-12-07
"1,017",215,41.84,2023-11-01
"1,018",60,123.06,2023-06-14
"1,019",408,56.73,2023-06-16
"1,020",71,63.59,2023-06-17
"1,021",161,325.74,2023-07-23
"1,022",84,14.76,2023-07-25
"1,023",487,166.7,2023-07-31
"1,024",444,328.88,2023-10-24
"1,025",106,398.87,2023-10-08
"1,026",97,104.7,2023-03-10
"1,027",291,99.46,2023-06-19
"1,028",142,93.14,2023-12-02
"1,029",415,106.48,2023-11-17
"1,030",476,446.52,2023-11-09
"1,031",123,360.77,2023-11-11
"1,032",498,294.19,2023-08-03
"1,033",326,146.87,2023-02-22
"1,034",382,163.54,2023-01-28
"1,035",339,211.89,2023-11-17
"1,036",160,129.91,2023-08-16
"1,037",293,412.18,2023-12-05
"1,038",225,211.47,2023-10-15
"1,039",60,90.14,2023-09-18
"1,040",330,225.3,2023-03-30
"1,041",94,175.5,2023-10-23
"1,042",250,252.31,2023-12-15
"1,043",430,71.51,2023-04-30
"1,044",258,371.86,2023-08-08
"1,045",96,365.3,2023-09-24
"1,046",411,341.08,2023-01-28
"1,047",477,160.4,2023-05-13
"1,048",358,282.39,2023-12-07
"1,049",133,37.22,2023-05-22
"1,050",403,75.49,2023-09-06
"1,051",34,31.7,2023-02-01
"1,052",39,161.41,2023-01-22
"1,053",344,452.23,2023-09-27
"1,054",129,332.54,2023-04-23
"1,055",139,443.46,2023-07-22
"1,056",163,196.83,2023-03-18
"1,057",438,247.44,2023-07-29
"1,058",158,308.29,2023-01-24
"1,059",217,63.74,2023-03-19
"1,060",30,62.99,2023-04-05
"1,061",405,119.12,2023-05-11
"1,062",25,125.67,2023-07-08
"1,063",262,427.97,2023-01-05
"1,064",150,314.21,2023-10-06
"1,065",177,185.82,2023-05-26
"1,066",239,305.12,2023-12-03
"1,067",117,305.62,2023-09-24
"1,068",215,289.31,2023-07-12
"1,069",356,408.12,2023-10-27
"1,070",185,69.19,2023-07-31
"1,071",13,364.72,2023-10-24
"1,072",499,320.18,2023-08-27
"1,073",431,326.69,2023-01-17
"1,074",338,412.31,2023-04-27
"1,075",185,101.41,2023-02-17
"1,076",235,249.89,2023-10-16
"1,077",274,215.44,2023-10-17
"1,078",185,356.08,2023-05-26
"1,079",11,304.16,2023-01-30
"1,080",414,384.4,2023-05-06
"1,081",376,243.01,2023-01-02
"1,082",390,249.23,2023-11-02
"1,083",449,135.29,2023-07-06
"1,084",481,32.06,2023-10-30
"1,085",40,99.63,2023-08-19
"1,086",297,141.95,2023-11-26
"1,087",462,383.3,2023-08-07
"1,088",246,144.48,2023-07-06
"1,089",40,460.19,2023-04-10
"1,090",197,284.85,2023-05-04
"1,091",406,72.31,2023-10-04
"1,092",391,414.77,2023-08-23
"1,093",124,347.58,2023-09-20
"1,094",453,20.27,2023-07-09
"1,095",297,309.15,2023-07-06
"1,096",94,211.02,2023-02-20
"1,097",143,303.87,2023-12-09
"1,098",242,205.66,2023-05-19
"1,099",463,102.21,2023-12-12
"1,100",410,290.37,2023-01-27
"1,101",96,308.7,2023-04-06
"1,102",304,318.41,2023-06-02
"1,103",314,227.51,2023-03-28
"1,104",198,311.97,2023-11-15
"1,105",270,301.8,2023-04-08
"1,106",129,191,2023-05-03
"1,107",75,384.63,2023-04-23
"1,108",259,397.45,2023-05-01
"1,109",377,229.37,2023-05-31
"1,110",16,219.75,2023-04-21
"1,111",2,391.75,2023-09-09
"1,112",106,379.08,2023-08-27
"1,113",289,383.67,2023-03-27
"1,114",461,154.19,2023-04-25
"1,115",169,299.93,2023-10-16
"1,116",23,300.06,2023-04-20
"1,117",335,43.09,2023-12-21
"1,118",181,212.06,2023-11-15
"1,119",410,92.19,2023-11-22
"1,120",450,411.53,2023-05-26
"1,121",236,479.06,2023-03-16
"1,122",114,497.11,2023-07-13
"1,123",409,431.38,2023-08-20
"1,124",489,232.22,2023-02-20
"1,125",206,318.29,2023-06-11
"1,126",194,318.64,2023-12-28
"1,127",264,258.07,2023-10-06
"1,128",407,241.34,2023-02-05
"1,129",117,314.81,2023-03-11
"1,130",263,94.98,2023-10-03
"1,131",328,59.59,2023-06-14
"1,132",214,305.25,2023-09-09
"1,133",447,67.29,2023-11-09
"1,134",173,297.84,2023-01-10
"1,135",331,298.54,2023-03-09
"1,136",365,71.1,2023-04-27
"1,137",350,69.67,2023-07-06
"1,138",466,367.61,2023-02-21
"1,139",44,38.84,2023-06-20
"1,140",23,220.85,2023-01-08
"1,141",364,133.68,2023-12-05
"1,142",68,436.35,2023-04-24
"1,143",488,214.12,2023-12-03
"1,144",491,438.5,2023-06-02
"1,145",352,436.91,2023-03-24
"1,146",497,387.46,2023-03-12
"1,147",105,439.15,2023-01-05
"1,148",276,13.82,2023-10-25
"1,149",93,245.21,2023-09-18
"1,150",359,468.53,2023-09-19
"1,151",140,91.41,2023-11-04
"1,152",285,113.41,2023-06-07
"1,153",92,57.26,2023-07-01
"1,154",259,313.41,2023-11-14
"1,155",88,428.55,2023-04-07
"1,156",88,345.75,2023-08-02
"1,157",499,40.53,2023-09-07
"1,158",328,47.42,2023-08-01
"1,159",307,220.1,2023-06-25
"1,160",329,316.84,2023-02-28
"1,161",445,326.97,2023-01-02
"1,162",236,322.36,2023-08-01
"1,163",343,214.15,2023-10-20
"1,164",165,196.71,2023-11-05
"1,165",85,147.15,2023-04-22
"1,166",144,436.95,2023-11-28
"1,167",368,435.75,2023-04-14
"1,168",252,339.3,2023-02-01
"1,169",489,237.59,2023-01-30
"1,170",370,136.43,2023-07-21
"1,171",193,400.67,2023-10-04
"1,172",309,430.23,2023-04-01
"1,173",304,31.78,2023-12-07
"1,174",55,53.78,2023-04-27
"1,175",165,81.07,2023-12-20
"1,176",483,496.34,2023-10-25
"1,177",428,495.73,2023-09-04
"1,178",347,335.76,2023-11-11
"1,179",426,34.25,2023-04-09
"1,180",58,126.53,2023-06-03
"1,181",96,62.65,2023-01-28
"1,182",82,34.97,2023-02-28
"1,183",188,276.93,2023-06-04
"1,184",430,240.66,2023-11-09
"1,185",328,330.27,2023-01-09
"1,186",314,203.54,2023-01-27
"1,187",127,467.5,2023-07-06
"1,188",273,207.31,2023-04-19
"1,189",236,215.46,2023-03-16
"1,190",1,47.35,2023-12-14
"1,191",494,325.9,2023-05-02
"1,192",338,29.81,2023-08-24
"1,193",376,300.88,2023-03-18
"1,194",273,488.28,2023-05-20
"1,195",168,453.16,2023-10-02
"1,196",21,304.18,2023-09-23
"1,197",191,381.09,2023-12-22
"1,198",267,374.02,2023-06-19
"1,199",216,337.36,2023-02-18
"1,200",377,339.25,2023-11-10
"1,201",69,440.64,2023-09-29
"1,202",172,287.51,2023-09-08
"1,203",57,444.61,2023-01-03
"1,204",247,262.29,2023-11-22
"1,205",60,346.21,2023-05-27
"1,206",266,310.09,2024-01-01
"1,207",218,321.42,2023-05-23
"1,208",3,424.06,2023-05-23
"1,209",209,62.2,2023-08-23
"1,210",360,106.55,2023-09-06
"1,211",56,475.01,2023-06-09
"1,212",213,15.77,2023-04-05
"1,213",305,479.8,2023-06-19
"1,214",431,10.03,2023-11-02
"1,215",453,372.73,2023-01-21
"1,216",52,287.07,2023-04-21
"1,217",424,469.88,2023-10-20
"1,218",58,323.1,2023-07-09
"1,219",295,148.29,2023-01-26
"1,220",96,288.34,2023-09-09
"1,221",459,193.3,2023-12-31
"1,222",20,386.19,2023-10-07
"1,223",91,366.56,2023-04-04
"1,224",52,73.65,2023-01-09
"1,225",371,314.89,2023-01-10
"1,226",250,142.72,2023-03-02
"1,227",386,41.71,2023-11-02
"1,228",139,402.41,2023-08-23
"1,229",284,456.61,2023-01-19
"1,230",426,289.32,2023-07-23
"1,231",227,184.17,2023-01-07
"1,232",410,418.68,2023-08-05
"1,233",103,488.89,2023-08-03
"1,234",148,293.29,2023-10-07
"1,235",199,177.53,2023-08-04
"1,236",345,166.27,2023-05-10
"1,237",411,479.96,2023-06-06
"1,238",89,300.12,2023-05-25
"1,239",131,68.59,2023-05-15
"1,240",376,175.83,2023-08-07
"1,241",452,58.82,2023-11-02
"1,242",200,81.4,2023-09-23
"1,243",314,196.79,2023-08-11
"1,244",37,329.76,2023-10-17
"1,245",375,411.36,2023-05-20
"1,246",288,432.91,2023-10-05
"1,247",24,312.82,2023-03-26
"1,248",402,164.66,2023-11-09
"1,249",310,347.07,2023-01-10
"1,250",64,35.67,2023-08-25
"1,251",93,27.34,2023-01-13
"1,252",30,482.11,2023-11-30
"1,253",500,124.53,2023-03-09
"1,254",281,385.87,2023-11-03
"1,255",391,337.54,2023-07-14
"1,256",149,335.38,2023-05-10
"1,257",462,62.32,2023-12-17
"1,258",4,79.13,2023-02-24
"1,259",385,266.61,2023-08-25
"1,260",132,312.69,2023-07-21
"1,261",378,121.04,2023-11-18
"1,262",322,13.58,2023-09-30
"1,263",244,435.97,2023-01-28
"1,264",109,338.02,2023-09-02
"1,265",115,295.72,2023-02-22
"1,266",348,125.95,2023-06-30
"1,267",266,248.43,2023-01-30
"1,268",399,369.52,2023-03-10
"1,269",288,431.96,2023-12-30
"1,270",192,47.13,2023-02-09
"1,271",122,278.22,2023-06-26
"1,272",290,499.25,2023-06-09
"1,273",18,410.27,2023-07-09
"1,274",261,201.73,2023-08-30
"1,275",442,385.63,2023-04-01
"1,276",487,290.54,2023-08-01
"1,277",474,342.06,2023-11-05
"1,278",3,462.57,2023-08-29
"1,279",81,64.64,2023-12-09
"1,280",196,75.77,2023-04-30
"1,281",427,51.42,2023-10-11
"1,282",366,133.42,2023-07-24
"1,283",33,155.77,2023-09-01
"1,284",53,158.41,2023-09-16
"1,285",479,50.43,2023-10-15
"1,286",160,115.45,2023-07-05
"1,287",307,450.14,2023-08-08
"1,288",110,40.23,2023-12-16
"1,289",428,87.89,2023-06-03
"1,290",485,392.74,2023-03-08
"1,291",303,276,2023-09-11
"1,292",325,17.42,2023-10-09
"1,293",221,341.24,2023-04-16
"1,294",4,220.4,2023-04-16
"1,295",52,107.14,2023-05-01
"1,296",110,294.18,2023-06-11
"1,297",401,477.39,2023-04-16
"1,298",244,257.67,2023-04-05
"1,299",157,18.99,2023-05-08
"1,300",95,435.33,2023-04-20
"1,301",447,62.51,2023-09-28
"1,302",491,399.71,2023-04-07
"1,303",350,236.27,2023-05-03
"1,304",76,356.84,2023-07-28
"1,305",344,176.08,2023-06-01
"1,306",64,25.23,2023-08-12
"1,307",19,90.2,2023-03-14
"1,308",177,41.14,2023-01-27
"1,309",421,46.33,2023-02-22
"1,310",308,201.62,2023-11-30
"1,311",374,270.24,2023-07-04
"1,312",335,67.89,2023-02-07
"1,313",436,54.67,2023-07-04
"1,314",138,416.92,2023-10-28
"1,315",325,213.97,2023-02-04
"1,316",165,314.19,2023-10-02
"1,317",215,210.47,2024-01-01
"1,318",283,336.68,2023-08-07
"1,319",55,169.77,2023-10-08
"1,320",305,492.43,2023-11-22
"1,321",392,175.07,2023-06-10
"1,322",363,34.07,2023-01-10
"1,323",414,69.83,2023-03-19
"1,324",311,141.17,2023-05-14
"1,325",207,119.92,2023-11-11
"1,326",315,391.51,2023-07-11
"1,327",78,316.37,2023-01-06
"1,328",396,337.05,2023-12-28
"1,329",458,347.03,2023-01-29
"1,330",165,166.88,2023-12-21
"1,331",159,236.94,2023-02-14
"1,332",380,392.49,2023-05-19
"1,333",450,283.93,2023-09-07
"1,334",345,124.96,2023-01-25
"1,335",400,192.56,2023-04-07
"1,336",231,386.77,2023-02-03
"1,337",36,211.11,2023-02-18
"1,338",287,258.9,2023-09-07
"1,339",197,41.38,2023-12-30
"1,340",396,221.13,2023-09-18
"1,341",144,280.39,2023-10-29
"1,342",87,347.43,2023-01-05
"1,343",77,138.8,2023-08-11
"1,344",365,130.35,2023-06-29
"1,345",22,37.61,2023-08-16
"1,346",258,232.13,2023-12-20
"1,347",143,406.56,2023-07-11
"1,348",162,347.22,2023-12-16
"1,349",68,99.16,2023-01-15
"1,350",339,386.78,2023-07-15
"1,351",48,93.75,2023-01-30
"1,352",461,180.04,2023-08-03
"1,353",346,185.53,2023-04-22
"1,354",141,120.25,2023-05-03
"1,355",323,422.82,2023-05-23
"1,356",301,331.8,2023-10-18
"1,357",290,239.06,2023-05-17
"1,358",331,401.26,2023-04-26
"1,359",223,385.96,2023-01-10
"1,360",43,137.12,2023-07-15
"1,361",100,474.68,2023-05-04
"1,362",273,146.9,2023-02-20
"1,363",103,460.69,2023-02-26
"1,364",360,238.93,2023-02-13
"1,365",448,296.54,2023-05-18
"1,366",341,16.14,2023-02-15
"1,367",367,283.07,2023-04-19
"1,368",177,350.36,2023-02-22
"1,369",73,395.82,2023-06-07
"1,370",166,93.38,2023-07-16
"1,371",466,23.36,2023-09-19
"1,372",148,111.51,2023-10-15
"1,373",278,208.18,2023-05-16
"1,374",1,333.28,2023-11-12
"1,375",256,51.16,2023-05-28
"1,376",462,351.92,2023-03-07
"1,377",202,282.06,2023-07-19
"1,378",28,259.54,2023-12-16
"1,379",67,113.56,2023-12-16
"1,380",299,291.09,2023-01-08
"1,381",253,60.65,2023-11-05
"1,382",312,446.67,2023-02-26
"1,383",244,254.33,2023-02-12
"1,384",434,129.12,2023-09-03
"1,385",291,86.87,2023-01-22
"1,386",442,352.57,2023-08-13
"1,387",367,221.54,2023-11-27
"1,388",292,192.45,2023-09-07
"1,389",42,75.04,2023-08-16
"1,390",112,258.21,2023-09-24
"1,391",98,299.93,2023-03-29
"1,392",415,50.6,2023-06-04
"1,393",226,304.75,2023-01-23
"1,394",16,395.73,2023-03-10
"1,395",467,401.65,2023-10-04
"1,396",167,232.55,2023-01-07
"1,397",68,311.92,2023-03-27
"1,398",307,11.24,2023-06-04
"1,399",172,115.79,2023-01-31
"1,400",55,395.86,2023-04-01
"1,401",191,471.93,2023-12-08
"1,402",362,92.8,2023-02-13
"1,403",32,207.97,2023-07-31
"1,404",32,268.15,2023-01-06
"1,405",327,126.83,2023-08-27
"1,406",306,439.23,2023-09-26
"1,407",118,249.4,2023-10-26
"1,408",432,331.76,2023-09-15
"1,409",136,210.64,2023-03-26
"1,410",290,73.86,2023-08-17
"1,411",417,394.93,2023-05-19
"1,412",386,362.93,2023-10-04
"1,413",375,423.67,2023-12-21
"1,414",284,285.5,2023-08-18
"1,415",467,43.19,2023-05-30
"1,416",378,40.5,2023-08-21
"1,417",448,100.47,2023-01-06
"1,418",239,330.01,2023-04-23
"1,419",479,114,2023-11-13
"1,420",68,391.77,2023-02-04
"1,421",375,115.55,2023-03-21
"1,422",148,160.48,2023-10-20
"1,423",224,128.62,2023-09-06
"1,424",292,460.52,2023-07-01
"1,425",467,311.28,2023-12-04
"1,426",262,383.42,2023-06-03
"1,427",54,443.17,2023-01-14
"1,428",147,78.37,2023-10-28
"1,429",166,48.12,2023-06-09
"1,430",127,405.68,2023-12-17
"1,431",215,90.92,2023-12-17
"1,432",254,227.72,2023-12-10
"1,433",350,169.82,2023-06-18
"1,434",100,195.16,2023-04-30
"1,435",19,293.61,2023-02-05
"1,436",408,308.11,2023-03-09
"1,437",493,123.32,2023-05-19
"1,438",113,373.74,2023-02-22
"1,439",346,45.78,2023-11-07
"1,440",258,255.9,2023-09-03
"1,441",228,374.74,2023-08-11
"1,442",128,251.18,2023-11-22
"1,443",163,425.44,2023-05-19
"1,444",373,388.62,2023-10-06
"1,445",244,355.74,2023-11-07
"1,446",362,133.58,2023-11-19
"1,447",263,159.69,2023-04-12
"1,448",226,157.7,2023-08-02
"1,449",185,421.64,2023-04-08
"1,450",224,221.78,2023-08-06
"1,451",361,98.22,2023-03-11
"1,452",373,98.29,2023-05-20
"1,453",31,141.23,2023-03-13
"1,454",190,421.53,2023-09-16
"1,455",308,183.6,2023-04-23
"1,456",314,349.28,2023-11-20
"1,457",435,354.39,2023-08-05
"1,458",302,441.14,2023-11-25
"1,459",25,230.06,2023-03-24
"1,460",142,102.58,2023-09-29
"1,461",119,162.01,2023-08-10
"1,462",162,428.96,2023-02-13
"1,463",239,341.42,2023-05-29
"1,464",120,383.28,2023-04-22
"1,465",411,323.87,2023-10-09
"1,466",395,83.72,2023-08-29
"1,467",137,356.21,2023-08-22
"1,468",314,164.88,2023-12-06
"1,469",410,234.31,2023-06-26
"1,470",331,329.13,2023-04-13
"1,471",410,14.32,2023-06-22
"1,472",281,45.75,2023-07-24
"1,473",99,433.14,2023-10-26
"1,474",268,54.63,2023-03-18
"1,475",267,110.74,2023-04-05
"1,476",364,67.92,2023-08-04
"1,477",466,412.49,2023-09-13
"1,478",127,481.88,2023-01-11
"1,479",274,444.35,2023-03-15
"1,480",344,460.39,2023-09-16
"1,481",198,311.23,2023-01-27
"1,482",129,84.95,2023-10-20
"1,483",88,125.55,2023-03-27
"1,484",64,497.97,2023-11-28
"1,485",104,361.12,2023-05-01
"1,486",393,225.84,2023-07-22
"1,487",253,295.71,2023-10-16
"1,488",425,168.41,2023-09-26
"1,489",412,130.52,2023-05-25
"1,490",467,159.68,2023-10-30
"1,491",478,434.7,2023-08-17
"1,492",28,488.24,2023-01-06
"1,493",454,298.43,2023-10-10
"1,494",36,440.97,2023-10-12
"1,495",148,480.56,2023-12-31
"1,496",467,398.64,2023-07-08
"1,497",474,474.86,2023-08-06
"1,498",369,366.63,2023-01-21
"1,499",258,349.41,2023-04-23
"1,500",401,236.76,2023-02-01
"1,501",46,329.9,2023-06-25
"1,502",347,476.01,2023-02-02
"1,503",8,284.69,2023-05-07
"1,504",394,484.52,2023-06-30
"1,505",434,375.26,2023-12-10
"1,506",440,198.07,2023-10-16
"1,507",26,429.85,2023-03-26
"1,508",371,417.79,2023-09-30
"1,509",325,278.69,2023-07-17
"1,510",230,222.4,2023-12-02
"1,511",365,489.26,2023-01-13
"1,512",468,73.98,2023-02-03
"1,513",16,436.34,2023-11-05
"1,514",457,240.49,2023-09-21
"1,515",309,136.81,2023-02-12
"1,516",170,22.04,2023-10-23
"1,517",67,328.67,2023-08-03
"1,518",337,179.51,2023-08-16
"1,519",300,125.03,2023-04-20
"1,520",123,300.02,2023-06-03
"1,521",220,202.49,2023-01-16
"1,522",367,258.04,2023-09-02
"1,523",82,424.39,2023-04-02
"1,524",468,320.06,2023-10-16
"1,525",309,108.02,2023-11-03
"1,526",213,391.72,2023-06-30
"1,527",79,80.57,2023-08-20
"1,528",339,116.74,2023-02-08
"1,529",415,335.93,2023-03-08
"1,530",97,143.21,2023-07-20
"1,531",259,299.7,2023-01-02
"1,532",218,146.65,2023-02-23
"1,533",183,374.91,2023-08-24
"1,534",172,439.97,2023-09-10
"1,535",177,402.92,2023-09-06
"1,536",2,18.65,2023-04-05
"1,537",489,446.63,2023-09-19
"1,538",322,411.53,2023-03-29
"1,539",44,372.38,2023-11-19
"1,540",260,209.49,2023-03-19
"1,541",296,259.87,2023-10-31
"1,542",389,391.14,2023-06-13
"1,543",93,37.17,2023-02-20
"1,544",337,367.14,2023-10-24
"1,545",358,407.01,2023-10-30
"1,546",481,499.42,2023-05-03
"1,547",500,307.39,2023-10-14
"1,548",418,65,2023-07-11
"1,549",429,370.41,2023-04-09
"1,550",18,129.58,2023-01-02
"1,551",434,42.05,2023-04-15
"1,552",91,342.88,2023-04-27
"1,553",149,273.22,2023-09-11
"1,554",94,467.98,2023-10-18
"1,555",231,34.01,2023-07-01
"1,556",204,392.87,2023-04-10
"1,557",355,411.81,2023-08-24
"1,558",121,131.36,2023-04-18
"1,559",189,151.63,2023-10-28
"1,560",96,272.7,2023-10-29
"1,561",209,357.67,2023-09-04
"1,562",439,209.82,2023-09-28
"1,563",97,60.35,2023-11-23
"1,564",52,442.28,2023-05-09
"1,565",351,104.5,2023-12-08
"1,566",385,263.87,2023-05-06
"1,567",212,275.77,2023-05-04
"1,568",60,12.68,2023-06-21
"1,569",24,187.54,2023-09-02
"1,570",128,448.38,2023-08-02
"1,571",491,86.6,2023-12-13
"1,572",54,321.08,2023-01-04
"1,573",246,113.65,2023-01-02
"1,574",405,487.93,2023-07-05
"1,575",166,212.24,2023-11-29
"1,576",23,447.28,2023-12-28
"1,577",68,309.75,2023-06-08
"1,578",270,400.33,2023-08-06
"1,579",257,339.76,2023-01-11
"1,580",94,251.36,2023-07-08
"1,581",261,446.45,2023-03-02
"1,582",315,168.9,2023-10-21
"1,583",138,444.66,2023-10-11
"1,584",434,255.29,2023-07-07
"1,585",309,68.15,2023-05-26
"1,586",420,365.06,2023-03-10
"1,587",83,240.43,2023-07-31
"1,588",366,179.52,2023-05-19
"1,589",364,158.14,2023-11-28
"1,590",409,81.51,2023-11-26
"1,591",472,338.23,2023-04-27
"1,592",472,317.69,2023-03-13
"1,593",43,281.37,2023-11-22
"1,594",294,40.4,2023-12-14
"1,595",290,150.83,2023-09-16
"1,596",270,231.44,2023-03-06
"1,597",460,397.69,2023-11-25
"1,598",265,26.18,2023-12-16
"1,599",26,385.27,2023-06-28
"1,600",489,192.58,2023-06-27
"1,601",406,286.93,2023-09-18
"1,602",452,207.45,2023-02-06
"1,603",246,346.68,2023-04-03
"1,604",166,305.23,2023-04-05
"1,605",468,151,2023-06-30
"1,606",417,66.99,2023-08-28
"1,607",113,93.83,2023-08-15
"1,608",497,426.08,2023-09-13
"1,609",361,105.32,2023-02-10
"1,610",89,484.76,2023-09-07
"1,611",55,492.36,2023-05-14
"1,612",406,237.22,2023-03-06
"1,613",409,262.04,2023-07-11
"1,614",18,213.96,2023-04-05
"1,615",361,192.43,2023-08-12
"1,616",293,252.42,2023-10-28
"1,617",471,309.5,2023-11-29
"1,618",53,155,2023-12-06
"1,619",348,268.92,2023-08-08
"1,620",299,69.06,2023-11-24
"1,621",363,175.59,2023-08-26
"1,622",158,226.69,2023-06-06
"1,623",270,315.22,2023-04-15
"1,624",441,265.76,2023-10-16
"1,625",59,470.65,2023-12-21
"1,626",220,125.04,2023-03-25
"1,627",467,333.39,2023-11-14
"1,628",475,487.86,2023-07-02
"1,629",210,297.5,2023-10-01
"1,630",191,103.62,2023-09-06
"1,631",5,72.49,2023-11-17
"1,632",218,348.55,2023-11-22
"1,633",77,299.69,2023-06-28
"1,634",283,395.08,2023-06-01
"1,635",442,484.73,2023-09-16
"1,636",181,479.92,2023-09-09
"1,637",310,69.14,2023-05-12
"1,638",423,57.5,2023-04-25
"1,639",438,489.62,2023-01-23
"1,640",271,370.76,2023-02-11
"1,641",397,352.52,2023-03-23
"1,642",6,306.9,2023-12-21
"1,643",318,472.85,2023-10-13
"1,644",272,369.5,2023-04-22
"1,645",121,42.55,2023-09-13
"1,646",368,330.26,2023-03-05
"1,647",466,118.76,2023-12-20
"1,648",161,434.54,2023-04-15
"1,649",155,261.69,2023-01-19
"1,650",255,313.33,2023-04-17
"1,651",28,152.2,2023-11-01
"1,652",227,133.71,2023-04-26
"1,653",449,271.93,2023-03-27
"1,654",30,187.41,2023-08-31
"1,655",129,229.93,2023-03-25
"1,656",80,21.21,2023-01-26
"1,657",102,212.43,2023-07-30
"1,658",321,25.57,2023-03-22
"1,659",103,294.94,2023-05-07
"1,660",347,309.39,2023-02-10
"1,661",312,462.39,2023-01-29
"1,662",37,397.79,2023-08-25
"1,663",355,404.18,2023-10-24
"1,664",371,452.9,2023-10-25
"1,665",412,108.78,2023-06-09
"1,666",178,73.6,2023-09-06
"1,667",391,56.93,2023-09-26
"1,668",18,363.85,2023-12-05
"1,669",124,466.03,2023-08-14
"1,670",226,448.33,2023-12-20
"1,671",223,95.78,2023-11-10
"1,672",60,21.04,2023-10-27
"1,673",115,384.65,2023-07-15
"1,674",95,76.34,2023-07-05
"1,675",370,110.75,2023-05-05
"1,676",334,200.85,2023-05-13
"1,677",204,145.88,2023-01-10
"1,678",246,352.22,2023-11-01
"1,679",45,425.11,2023-08-09
"1,680",199,484.64,2023-04-27
"1,681",233,212.38,2023-05-14
"1,682",217,216.4,2023-09-21
"1,683",119,337.33,2023-12-19
"1,684",488,240.39,2023-05-08
"1,685",447,139.16,2023-12-30
"1,686",219,266.85,2023-07-04
"1,687",340,143.43,2023-02-24
"1,688",214,351.98,2023-11-03
"1,689",176,48.78,2023-05-30
"1,690",53,316.16,2023-11-06
"1,691",353,63.6,2023-12-02
"1,692",336,70.25,2023-07-08
"1,693",95,492.06,2023-04-30
"1,694",274,212.02,2023-01-22
"1,695",265,124.21,2023-06-09
"1,696",223,216.54,2023-01-21
"1,697",265,175.46,2023-09-14
"1,698",231,310.35,2023-08-16
"1,699",240,210.1,2023-04-29
"1,700",226,219.28,2023-03-14
"1,701",428,124.52,2023-07-07
"1,702",187,53.62,2023-10-09
"1,703",164,364.23,2023-09-23
"1,704",260,145.82,2023-03-27
"1,705",148,300.54,2023-12-28
"1,706",199,205.53,2023-04-16
"1,707",251,259.96,2023-08-23
"1,708",56,412.21,2023-11-21
"1,709",154,355.36,2023-07-21
"1,710",31,460.33,2023-09-06
"1,711",69,335.41,2023-07-28
"1,712",194,346.8,2023-06-04
"1,713",113,429.78,2023-03-04
"1,714",36,425.32,2023-09-29
"1,715",213,281.81,2023-09-16
"1,716",448,257.58,2023-07-19
"1,717",179,238.62,2023-03-30
"1,718",28,275.38,2023-04-03
"1,719",107,359.15,2023-11-14
